,id,name,birth,death,species,ancestry,gender,hair_color,eye_color,wand,patronus,house,associated_groups,books_featured_in
519,561,Marietta Edgecombe,c. 1978-1982,,Human,Pure-blood or Half-blood,Female,Reddish-blonde,,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', ""Dumbledore's Army (betrayed)"", 'British Ministry of Magic', 'Edgecombe family']","[5, 6]"
520,562,Enid Longbottom,,,Human,,Female,,,,,,[],[1]
521,563,Evans sisters' mother,,Between 1 September 1971 and 31 October 1981,Human,Muggle,Female,,,,,,['Evans family'],"[1, 7]"
522,565,Fat Lady,Great Britain or Ireland,1960s or earlier,Portrait; formerly Human,,Female,Black,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor Tower', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]"
523,566,Fawcett,"Between 1 November 1977 and 31 August 1981, Great Britain or Ireland",,Human,,Female,Black,,,,Ravenclaw,"['Fawcett family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[2, 4]"
524,567,Morgan le Fay,982 or later,Middle Ages,Human,,Female,Red,Blue,,,,"['Dark Arts', 'Avalon']",[1]
525,568,Fiesella Foss,Before 1993,,,,,,,,,,[],[3]
526,569,Arabella Figg,,,Human,Squib,Female,Grizzled grey flyaway hair,,,,,"['Albus Dumbledore', 'Order of the Phoenix', 'Figg family']","[1, 4, 5, 6]"
527,570,Justin Finch-Fletchley's mother,Before 1962 (most likely),,Human,Muggle,Female,,,,,,['Finch-Fletchley family'],[2]
528,571,Seamus Finnigan's mother,"before 1963 (most likely), Ireland",,Human,,Female,Sandy,,,,Gryffindor (possibly),['Finnigan family'],"[1, 4, 5, 6]"
529,572,Perenelle Flamel,Between 1307 and 1334,Between 1992 and 1996 (aged between 658 and 689),Human,,Female,,,,,,"['Flamel family', 'Beauxbatons Academy of Magic']",[1]
530,573,Mopsy Fleabert,,,Human,,Female,,,,,,['Hogsmeade'],[4]
531,574,Florence,"1950s - 1960s, Great Britain or Ireland",,Human,,Female,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[4]
532,575,Ambrosius Flume's wife,Before 1976 (most likely),,Human,,Female,Red,,,,,['Honeydukes'],"[3, 6]"
533,576,Fridwulfa,,Between 1931 and 1995,Giant,,Female,,,,,,"['Hagrid family', 'Giant colony']","[4, 5]"
534,577,Vicky Frobisher,c. Pre 31 August 1984,,Human,,Female,,,,,Gryffindor,"['Frobisher family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Charms Club']",[5]
535,578,Cornelius Fudge's wife,,,Human,,Female,,,,,,"['Ministry of Magic (indirectly)', 'Fudge family']",[4]
536,579,German-speaking woman,,"1 September, 1997",Human,,Female,,,,,,['her family'],[7]
537,580,Gloomy nuns,,Before 1992,Humans (formerly),,Females,,,,,,['Catholic Church'],[2]
538,583,Leonora Gore,,,Human,,Female,,,,,,['Gore family'],[2]
539,584,Gunhilda de Gorsemoor,1556,1639 (aged 82-83),Human,,Female,Red (formerly),Green,,,,[],[3]
540,585,Miranda Goshawk,1921,,Human,,Female,Grey,Blue,,,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 4]"
541,586,Gregory Goyle's mother,,,Human,Pure-blood or half-blood,Female,,,,,Slytherin (most likely),['Death Eaters (most likely)'],[5]
542,587,Hermione Granger,"19 September, 1979",,Human,Muggle-born,Female,Brown,Brown,"10Вѕ"", vine wood, dragon heartstring",Otter,Gryffindor,"['Granger family', 'Weasley family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Slug Club', 'S.P.E.W.', ""Dumbledore's Army"", 'Order of the Phoenix', 'British Ministry of Magic', 'Department for the Regulation and Control of Magical Creatures', 'Department of Magical Law Enforcement']","[1, 2, 3, 4, 5, 6, 7]"
543,588,Hermione Granger's mother,,,Human,Muggle,Female,Brown,Green,,,,['Granger family'],"[1, 2, 3, 5, 7]"
544,589,Daphne Greengrass,Between 1 September 1979 and 31 August 1980,,Human,Pure-blood,Female,,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Greengrass family']",[5]
545,590,Lady Grieve,,,Human,Muggle,Female,,,,,,[],[2]
546,591,Wilhelmina Grubbly-Plank,,,Human,,Female,Grey,,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[4, 5, 6]"
547,592,Curious Gryffindor Girl,"between 1 September 1980 and 31 August 1981 (most likely), Great Britain or Ireland",,Human,,Female,,,,,Gryffindor,[],[5]
548,593,Gladys Gudgeon,,,Human,,Female,,,,,,"['Gilderoy Lockhart', 'Gudgeon family']","[2, 5]"
549,594,Gimlet-eyed Hogwarts Headmistress,,Before 1995,Human,,Female,,"""Gimlet-eyed""","Unusually thick, looks like a ""birch rod""",,,"['Hogwarts School of Witchcraft and Wizardry', 'Albus Dumbledore', 'Hogwarts Headermasters and Headmistresses', 'Harry Potter']","[5, 7]"
550,595,Hedwig,Pre 1991,"27 July, 1997",Snowy Owl,,Female,,Amber,,,,"['Harry Potter (owner)', 'Eeylops Owl Emporium (formerly)', 'Hogwarts Owlery']","[1, 2, 3, 4, 5, 6, 7]"
551,596,Hedwig,Middle Ages,Middle Ages,Human,,Female (likely),,,,,,[],[1]
552,597,Hermione Granger's sister,After 19 September 1979,,Human,Muggle,Female,,,,,,['Granger family'],[1]
553,599,Hokey,Before 1940s,1950s-1960s,House-elf,,Female,,,,,,['Hepzibah Smith'],[6]
554,600,Rolanda Hooch,pre 1918,,Human,,Female,Grey,Yellow,"Unknown length, wood and core",Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 3, 5, 6]"
555,601,Mafalda Hopkirk,"February 19 - March 20 , in or before 1975",,Human,Pure-blood or half-blood,Female,Grey,,,Non-corporeal,,"['British Ministry of Magic', 'Improper Use of Magic Office', 'Death Eaters (indirectly)']","[2, 5, 7]"
556,602,Olive Hornby,c. 1926 - 1932,Before 1995,Human,,Female,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Hornby family']","[2, 4]"
557,604,Hope Howell,Pre 1938,Pre 1981,Human,Muggle,Female,,,,,,['Lupin family'],"[3, 7]"
558,605,Helga Hufflepuff,Pre 976,11th century (possibly),Human,Pure-blood or Half-blood,Female,Brown,Blue,,Non-corporeal,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'Hufflepuff family', '', 'nationality = Welsh']","[2, 3, 4, 5, 6, 7]"
559,606,Ice cream seller,,,Human,Muggle,Female,,,,,,['Zoo'],[1]
560,607,Clara Ivanova,"before 1977, Bulgaria (possibly)",,Human,,Female,Red,Green,,,,['Bulgarian National Quidditch team'],[4]
561,608,"User:Jack ""BtR"" Saxon/Hooch draft",c. 1900 ,,Human,,Female,Grey,Yellow,Unknown,,,['Hogwarts School of Witchcraft and Wizardry'],"[1, 2, 3, 5, 6]"
562,609,"User:Jack ""BtR"" Saxon/Trelawney draft",c. 1963 or earlier,,Human,,Female,Brown,Dark green,"Unknown length, core and wood",Uncorporeal,,"['Hogwarts School of Witchcraft and Wizardry', 'Slug Club (possibly)', 'Order of the Phoenix (during the Battle of Hogwarts)', ""Dumbledore's Army (during the Battle of Hogwarts)"", 'Divination Workshop (possibly)', 'Trelawney family']","[3, 4, 5, 6, 7]"
563,610,Angelina Johnson,"24 вЂ“ 30 October, 1977",,Human,,Female,,,"Unknown length, wood and core",,Gryffindor,"['Johnson family', 'Weasley family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]"
564,611,Gwenog Jones,1968,,Human,,Female,Brown,Brown,,,,"['Jones family', 'Hogwarts School of Witchcraft and Wizardry', 'Slug Club', 'Holyhead Harpies', 'Welsh National Quidditch team']","[6, 7]"
565,612,Hestia Jones,Pre 1978,,Human,Pure-blood or half-blood (most likely),Female,Black,,,Non-corporeal,,"['Jones family', 'Order of the Phoenix', 'Advance Guard', 'Harry Potter']","[5, 7]"
566,613,Bertha Jorkins's aunt,,,Human,,Female,,,,,,[],[4]
567,614,Bertha Jorkins,1 September 1953 - 31 August 1958,"1994 (aged around 35-40), Albania",Human,,Female,,,,,,"['British Ministry of Magic', 'Department of Magical Games and Sports', 'Hogwarts School of Witchcraft and Wizardry', 'Daily Prophet (formerly)', 'Jorkins family']",[4]
568,615,Josephine Kay,,,,,Female,,,,,,[],[3]
569,616,Karkus's wife,,,Giant,,Female,,,,,,[],[5]
570,617,Kevin's mother,,,Human,,Female,,,,,,"[""Kevin's family""]",[4]
571,618,Aged witch,,,Human,,Female,,,,,,['Knockturn Alley'],[2]
572,619,Kreacher's mother,,Between 1850 and 1985,House-elf,,Female,,,,,House of Black,[],[5]
573,620,Viktor Krum's mother,In or before 1945 (possibly),,Human,,Female,Dark,,,,,['Krum family'],[4]
574,621,Leanne,between 1 September 1979 and 31 August 1980,,Human,Half-blood or Pure-blood,Female,,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', ""Dumbledore's Army""]",[6]
575,622,Bellatrix Lestrange,1951,"2 May, 1998 (aged 46 - 47)",Human,Pure-blood,Female,Black,,"12Вѕ"", Walnut, dragon heartstring",None,House of Black,[],"[4, 5, 6, 7]"
576,623,Alice Longbottom,,,Human,Pure-blood,Female,Blonde (possibly; formerly),,,,,"['Longbottom family', 'Ministry of Magic (formerly)', 'Auror Office (formerly)', 'Order of the Phoenix (formerly)']","[4, 5, 6, 7]"
577,624,Augusta Longbottom,pre 1947,,Human,Pure-blood,Female,Grey,Brown,,,,"['Longbottom family', 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry']","[1, 2, 3, 4, 5, 6, 7]"
578,625,Luna Lovegood,"13 February, 1981",,Human,Pure-blood or Half-blood,Female,Dirty-blonde,Pale silvery,Unknown 1st wand,Hare,Ravenclaw,"['Lovegood family', 'Scamander family', 'Hogwarts School of Witchcraft and WizardryВ\xa0', 'Ravenclaw', ""Dumbledore's Army"", 'Order of the Phoenix', 'The Quibbler']","[4, 5, 6, 7]"
579,626,Pandora Lovegood,,"Between 13 February, 1990 and 12 February, 1991",Human,,Female,Dirty-blonde (possibly),Pale silvery (possibly),,,Ravenclaw (possibly),['Lovegood family'],"[5, 7]"
580,627,Mary Macdonald,"1 September, 1958 - 31 August, 1965 (most likely)Great Britain or Ireland",,Human,Muggle-born (possibly),Female,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Macdonald family']",[7]
581,628,Morag MacDougal,"c. 1979-1980,",,Human,,Female,,,,,,"['MacDougal family', 'Hogwarts School of Witchcraft and Wizardry']",[1]
582,629,Laura Madley,"between 1 September 1982 and 31 August 1983, Great Britain or Ireland",,Human,,Female,,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardy', 'Hufflepuff']",[4]
583,630,Mafalda,"between 1 September 1982 and 31 August 1983, Great Britain or Ireland",,Human,Muggle-born or Half-blood (possibly),Female,,,,,Slytherin,"['Prewett family', 'Weasley Family', 'Slytherin', 'Hogwarts School of Witchcraft and Wizardry']",[4]
584,631,Mafalda's mother,,,Human,Muggle,Female,,,,,,[],[4]
585,632,Magical Menagerie saleswoman,,,Human,,Female,Grey (formerly black),,,,,['Magical Menagerie'],[3]
586,633,Astoria Malfoy,between 1 September 1981 -31 August 1982,August 2019 (aged 37),Human,Pure-blood,Female,Dark brown,,,,,"['Greengrass family', 'Malfoy family', 'Hogwarts School of Witchcraft and Wizardry']",[7]
587,634,Narcissa Malfoy,1955,,Human,Pure-blood,Female,Blonde,Blue,Unknown 1st wand,,House of Black,[],"[1, 4, 5, 6, 7]"
588,635,Malkin,,,Human,,Female,White,Blue,"Unknown length, wood and core",Non-corporeal,,"[""Madam Malkin's Robes for All Occasions""]","[1, 3, 5, 6, 7]"
589,636,Griselda Marchbanks,No later than the 1870s,,Human,,Female,,,,,,"['British Ministry of Magic', 'Wizengamot', 'Wizarding Examinations Authority']",[5]
590,637,Marsh,,,Human,,Female,,,,,,['The Knight Bus'],"[3, 5]"
591,638,Martha (British Muggle),Early 20th century (most likely),,Human,Muggle,Female,,,,,,"[""Wool's Orphanage""]",[6]
592,639,Mason's wife,,,Human,Muggle,Female,Grey,,,,,['Mason family'],[2]
593,640,Daphne Mauboisan,,,Human,,Female,,,,,,[],[2]
594,641,Olympe Maxime,,,Half-human/Half-giant,Part-Human (Half-giant),Female,Brown,Black,"Unknown length, wood and core",,,"['Beauxbatons Academy of Magic', 'Order of the Phoenix', 'Maxime family']","[4, 5, 6]"
595,642,Olympe Maxime's mother,,,Human or Giantess,,Female,,,,,,['Maxime family'],[4]
596,643,Natalie McDonald,"between 1 September 1982 and 31 August 1983, Great Britain",,Human,,Female,,,,,Gryffindor,[],[4]
597,644,Minerva McGonagall,"4 October,",,Human,Half-blood,Female,Black,,"9ВЅ"", Fir, dragon heartstring",Cat,Gryffindor,"['McGonagall family', 'Urquart family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Transfiguration department', 'British Ministry of Magic (formerly)', 'Department of Magical Law Enforcement', 'Albus Dumbledore', 'Order of the Phoenix', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]"
598,645,Marlene McKinnon,,"July, 1981",Human,,Female,,,,,,"['Order of the Phoenix', 'McKinnon family']","[1, 4, 5, 7]"
599,646,Dorcas Meadowes,,1981,Human,,Female,Black,Brown,,,,"['Meadowes family', 'Order of the Phoenix']",[5]
600,647,Melinda Bobbin,c. 1978-1985,,Human,Pure-blood or half-blood,Female,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Slug Club']",[6]
601,648,Galatea Merrythought,Pre-1878,,Human,,Female,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[6]
602,649,Eloise Midgen,31 August 1983 or earlier,,Human,,Female,,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Midgen family']","[4, 5, 6]"
603,650,Graham Montague's mother,,,Human,,Female,,,,,,['Montague family'],[5]
604,651,Montgomery children's mother,before 1969 (most likely),,Human,Magical to unknown extent,Female,,,,,,[],[6]
605,652,Montgomery sisters,Circa 1978-1985,,Human,,Female,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Montgomery family']",[6]
606,653,Lily Moon,"2 September, 1979 - 1 September, 1980",,Human,,Female,,,,,"Gryffindor, Hufflepuff, or Slytherin","['Moon family', 'Hogwarts School of Witchcraft and Wizardry']",[1]
607,654,Moran,,,Human,,Female,,,,,,['Irish National Quidditch team'],[4]
608,655,Mosag,c. 1942,,Acromantula,,Female,Brown,Black,,,,['Acromantula colony'],[2]
609,656,Mullet,,,Human,,Female,,,,,,['Irish National Quidditch team'],[4]
610,657,Murcus,Before 1994,,Selkie (Merpeople),,Female,Green,Yellow,,,,"['Black Lake Selkie Colony', 'Merpeople village', 'Albus Dumbledore']","[4, 6]"
611,658,Muriel,"Between 2 August, 1889 and 31 July, 1890",,Human,Pure-blood or Half-blood,Female,White,,,,,"['Order of the Phoenix (indirectly)', 'Prewett family', 'Weasley family']","[6, 7]"
612,659,Muriel's mother,"Before 2 August, 1890",,Human,Pure-blood or Half-blood (possibly),Female,,,,,,[],[7]
613,660,Nagini,"Before 1927, Indonesia (possibly)","2 May, 1998 (aged at least 71)",Human (Maledictus affliction; formerly),Underbeing,Female,Black (Human),,,,,"['Circus Arcanus (formerly)', 'Credence Barebone (formerly)', 'Newt Scamander (formerly)', 'Lord Voldemort']","[4, 5, 6, 7]"
614,661,Z. Nettles,,,Human,,Female,,,,,,['Nettles family'],[2]
615,662,Norberta,"Spring of 1992,",,Norwegian Ridgeback,,Female,,,,,,"['Quirinus Quirrell (as egg)', 'Rubeus Hagrid', 'Romanian Dragon Sanctuary']","[1, 2, 3, 4, 5, 7]"
616,663,Mrs Norris,1984 or earlier,,Cat,,Female,Dust-coloured fur,Yellow and lamp-like,,,,"['Argus Filch (owner)', 'Hogwarts School of Witchcraft and Wizardry']","[1, 2, 3, 4, 5, 6, 7]"
617,664,Pansy Parkinson's Gang,,,,,,,,,,,[],"[4, 5]"
618,665,Paper shop girl,,,Human,Muggle,Female,,,,,,['Ottery St Catchpole paper shop'],[6]
619,666,Pansy Parkinson,between 1 September 1979 and 31 August 1980,,Human,Pure-blood or half-blood,Female,,,,,Slytherin,"['Parkinson family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Inquisitorial Squad', ""Draco Malfoy's gang"", 'Death Eaters (unofficial)']","[1, 3, 4, 5, 6, 7]"
620,667,Patil twins' mother,,,,,Female,,,,,,['Patil family'],[6]
621,668,Padma Patil,"Between 1 September, 1979 and 21 April, 1980",,Human,Half-blood or pure-blood,Female,"Dark, long",Dark,,Non-corporeal,Ravenclaw,"['Patil family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 4, 5, 6, 7]"
622,669,Parvati Patil,between 1 September 1979 and 22 April 1980,,Human,Half-blood or Pure-blood,Female,Dark,Dark,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Patil family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]"
623,670,Sally-Anne Perks,between 1 September 1979 and 31 August 1980,,Human,,Female,,,,,"Gryffindor, Hufflepuff, or Slytherin","['Perks family', 'Hogwarts School of Witchcraft and Wizardry']",[1]
624,671,Peter Pettigrew's mother,,,Human,,Female,,,,,,"['Pettigrew family', 'Order of Merlin']",[3]
625,672,Enid Pettigrew,,,Human,,Female,,,,,,[],"[3, 4, 6, 7]"
626,673,Cadmus Peverell's fiancГ©e,,c. 13th century,Human,,Female,Brown,,,,,['Cadmus Peverell'],[7]
627,674,Irma Pince,Pre 1966 (most likely),,Human,,Female,,,"Unknown length, wood and core",Non-corporeal,,"['Hogwarts School of Witchcraft and Wizardry', 'Hogwarts Library']","[1, 2, 4, 5, 6]"
628,675,Piers Polkiss's mother,,,Human,Muggle,Female,,,,,,[],"[1, 5]"
629,676,Poppy Pomfrey,pre 1954,,Human,Pure-blood or half-blood,Female,,,"Unknown length, wood and core",Non-corporeal,,"['Albus Dumbledore', 'Hogwarts School of Witchcraft and Wizardry', 'Hospital Wing', 'Order of the Phoenix (during the Battle of the Astronomy Tower and the Battle of Hogwarts', ""Dumbledore's Army (during the Battle of the Astronomy Tower and the Battle of Hogwarts""]","[1, 2, 3, 4, 5, 6, 7]"
630,677,Portrait of a mermaid,,Before late February 1994,Mermaid,,Female,Blonde,,,,,"[""Prefects' bathroom""]",[4]
631,678,Euphemia Potter,,"Pre-31 July, 1980",Human,Pure-blood,Female,,,,,,['Potter family'],"[1, 5]"
632,679,Lily L. Potter,Between 1 September 2007 and 31 August 2008,,Human,Half-blood,Female,Red,,,,Gryffindor,"['Potter family', 'Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']",[7]
633,680,Lily J. Potter,"30 January, 1960","31 October, 1981 (aged 21)",Human,Muggle-born,Female,Auburn,Bright green,"10Вј"", Willow, unknown core",Doe,Gryffindor,"['Evans family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Slug Club', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]"
634,681,Molly Weasley's mother,"before 30 October, 1949.",,,Pure-blood,Female,Red (possibly),,,,,['Prewett family'],[5]
635,682,Prime Minister's niece,Pre-1990,,Human,,Female,,,,,,[],[6]
636,683,Eileen Prince,"c. 1930, Great Britain or Ireland",,Human,Pure-blood (possibly),Female,,,,,Slytherin (possibly),"['Prince family', 'Snape family', 'Hogwarts School of Witchcraft and Wizardry']","[5, 6, 7]"
637,684,Elsie Prod,,,Human,,Female,,,,,,[],[2]
638,685,Puddifoot,,,Human,,Female,Black,,,,,"[""Madam Puddifoot's Tea Shop""]","[5, 6, 7]"
639,686,Doris Purkiss,,,Human,,Female,,,,,,['The Quibbler (presumed)'],[5]
640,687,Orla Quirke,"between 1 September 1982 and 31 August 1983,",,Human,,Female,,,,,Ravenclaw,[],[4]
641,688,Helena Ravenclaw,Post 982,Sometime between 996 and 1000,Human (formerly),Pure-blood or Half-blood,Female,,,,,Ravenclaw,"['Ravenclaw family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[1, 6, 7]"
642,689,Rowena Ravenclaw,Pre 976,11th century,Human,Pure-blood or Half-blood,Female,,Brown,,Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Ravenclaw family']","[2, 4, 5, 7]"
643,690,Maisy Reynolds,"on or prior to 31 August 1986,",,Human,Pure-blood or Half-blood,Female,Brown,,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']",[7]
644,691,Mary Riddle,1883,"August, 1943 (aged 59 - 60)",Human,Muggle,Female,,,,,,['Riddle family'],"[4, 6]"
645,692,Merope Riddle,c. 1907,"31 December, 1926 (aged 19)",Human,Pure-blood,Female,Dull,,"Unknown length, wood and core",,House of Gaunt (abandoned),[],"[2, 4, 5, 6, 7]"
646,693,Riddles' cook,,,Human,Muggle,Female,,,,,,['Riddle family (formerly)'],[4]
647,694,Riddles' maid,Before 1943,,Human,Muggle,Female,,,,,,['Riddle family'],"[4, 6]"
648,695,Roberts's wife,,,Human,Muggle,Female,,,,,,['Roberts family'],[4]
649,696,Demelza Robins,on or before 31 August 1985,,Human,,Female,,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']",[6]
650,697,C. Roemmele,,,Human,Muggle,Female,,,,,,"[""St. Grogory's Primary School""]",[1]
651,698,Rosmerta,Before 1959,,Human,,Female,Blonde,Green,,Non-corporeal,,"['Three Broomsticks Inn', 'Draco Malfoy (while under the Imperius Curse)']","[3, 4, 6]"
652,699,Skower,,,Human,,Female,Blonde,Green,,,,[],"[2, 4]"
653,700,Serpent of Slytherin,c. 993,"29 May, 1993 (aged around 1000)",Basilisk,,Female,,Yellow,,,Salazar Slytherin,[],"[2, 3, 4, 5, 6, 7]"
654,701,Aurora Sinistra,Pre 1968,,Human,,Female,Dark,Dark,,Non-corporeal,,"['Hogwarts School of Witchcraft and Wizardry', 'Astronomy department']","[2, 4, 5]"
655,703,Sixth-Year Inquisitorial Squad Member,"between 1 September 1978 and 31 August 1979, (most likely) Great Britain or Ireland",,Human,Pure-blood or Half-blood (likely),Female,Dark,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Inquisitorial Squad (formerly)']",[5]
656,704,Enid Smeek,,,Human,,Female,,,,,,"[""Godric's Hollow"", 'Rita Skeeter']",[7]
657,705,Smeltings nurse,In or prior to 1976,,Human,Muggle,Female,,,,,,['Smeltings Academy'],[4]
658,706,Veronica Smethley,,,Human,,Female,,,,,,['Gilderoy Lockhart'],[2]
659,707,Hepzibah Smith,,c. 1955-1961,Human,,Female,,,,,,['Hufflepuff family'],"[6, 7]"
660,708,Alicia Spinnet,between 1 September 1977 and 31 August 1978,,Human,Pure-blood or half-blood (possibly),Female,,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]"
661,709,Phyllida Spore,,In or before 1995,Human,,Female,Black,,,,,['Hogwarts School of Witchcraft and Wizardry'],[1]
662,710,Pomona Sprout,15 May,,Human,Half-blood or Pure-blood,Female,Grey,,"Unknown length, wood and core",Non-corporeal,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Herbology department', 'Hufflepuff', 'Order of the Phoenix (during Battle of the Astronomy Tower and Battle of Hogwarts)', ""Dumbledore's Army (during Battle of the Astronomy Tower and Battle of Hogwarts)""]","[1, 2, 3, 4, 5, 6, 7]"
663,711,Winged St Mungo's patient,,,Human,Magical to unknown extent,Female,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries""]",[5]
664,712,Patricia Stimpson,c. 1977-1978,,Human,,Female,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[5]
665,713,Miriam Strout,Before 1977,,Human,,Female,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries"", 'Janus Thickey Ward']",[5]
666,714,The Fates,Amortal,Amortal,Deity,,Female,,,,,,[],[3]
667,715,Theodore Nott's mother,,Sometime between 1980 and 1995,Human,Pure-blood or Half-blood,Female,,,,,,['Nott family'],"[5, 6]"
668,716,Dean Thomas's mother,,,Human,Muggle,Female,,,,,,['Thomas family'],"[5, 7]"
669,717,Agatha Timms,,,Human,,Female,,,,,,[],[4]
670,718,Andromeda Tonks,1951-1955,,Human,Pure-blood,Female,Light brown,,,,House of Black (formerly),[],"[5, 7]"
671,719,Nymphadora Tonks,between 1 September 1972 and 31 August 1973,"2 May, 1998 (aged 24/25)",Human (Metamorphmagus),Half-blood,Female,Variable (biologically light brown)),Variable (Dark),"Unknown length, wood and core",Jack Rabbit (pre 1995),Hufflepuff,"['Tonks family', 'Lupin family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'Circle of Khanna', 'British Ministry of Magic', 'Auror Department', 'Order of the Phoenix', 'Advance Guard']","[5, 6, 7]"
672,720,Cassandra Trelawney,,,Human (Seer),,Female,,,,,,['Trelawney family'],"[5, 6]"
673,721,Sybill Trelawney,"9 March, prior to 1963, Great Britain or Ireland",,Human (Seer),Half-blood,Female,,,"Hazel and unicorn hair, 9ВЅ inches, very flexible",Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Slug Club (possibly)', 'Order of the Phoenix (during the Battle of Hogwarts)', ""Dumbledore's Army (during the Battle of Hogwarts)"", 'Divination Workshop (possibly)', 'Trelawney family']","[3, 4, 5, 6, 7]"
674,722,Donaghan Tremlett's wife,,,Human,,Female,,,,,,['Tremlett family'],[5]
675,723,Trolley witch,Before 1830,,Human,,Female,Grey,Dark,,Non-corporeal,,"['Hogwarts Express', 'Albus Dumbledore', 'Ottaline Gambol']","[1, 2, 3, 4, 5, 6, 7]"
676,724,Lisa Turpin,Between 1 September 1979 and 31 August 1980,,Human,,Female,Brown,,,,Ravenclaw,"['Hogwarts school of witchcraft and wizardry', 'Ravenclaw']",[1]
677,725,Two little witches,Before 1994,,Humans,,Females,,,,,,[],[4]
678,726,Tyra Teegarden,31 August 1982 or earlier,,,,Female,,,,,,[],[3]
679,727,Dolores Umbridge,British Ministry of Magic (formerly),,Human,Half-blood,Female,Mouse brown (formerly),,"8"", Birch, dragon heartstring (formerly)",Persian cat,Slytherin,[],"[5, 6, 7]"
680,728,Cassandra Vablatsky,1894,1997 (aged 102 - 103),Human (Seer),,Female,Brown,Brown,,,,[],[3]
681,729,Emmeline Vance,pre 1964,"Early July, 1996",Human,,Female,,,"Unknown length, wood and core",Non-corporeal,,"['Vance family', 'Order of the Phoenix', 'Advance Guard']","[5, 6]"
682,730,Romilda Vane,between 1 September 1981 and 31 August 1982,,Human,Pure-blood or half-blood (possibly),Female,Black,Dark,,,Gryffindor,"['Vane family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', ""Dumbledore's Army""]","[4, 6]"
683,731,Romilda Vane's grandmother,,,Human,,Female,,,,,,[],[6]
684,732,Septima Vector,Before 1974,,Human,,Female,Black,,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[3, 4, 5, 6]"
685,733,Verity,In or prior to 1979,,Human,,Female,Blonde,,,,,"[""Weasleys' Wizard Wheezes""]",[6]
